-180,0,-3.141592654
-178.6948259,0.018551622,-3.118813069
-172.9114566,0.018610411,-3.017874233
-168.0173907,0.025674189,-2.932456668
-166.2307602,0.137916799,-2.901274083
-163.551706,0.29225265,-2.854515766
-161.3210924,0.390471717,-2.815584216
-156.8652145,0.502741461,-2.737814476
-152.4120113,0.57292701,-2.660091416
-150.1805062,0.685174143,-2.621144305
-143.4971351,0.846564726,-2.504497475
-141.7118419,0.937765239,-2.473338231
-135.032037,1.043043562,-2.356753642
-131.9098913,1.169327804,-2.302261919
-127.4580253,1.218471255,-2.2245622
-119.8902543,1.295702492,-2.092479679
-115.8837087,1.337827388,-2.022552266
-111.4322885,1.379956806,-1.944860327
-104.7556039,1.436136901,-1.828330198
-99.41220572,1.513345526,-1.735070307
-91.8462178,1.562520633,-1.603018906
-83.84025875,1.534545903,-1.463288561
-79.39597079,1.4644508,-1.385721103
-74.50680827,1.394360219,-1.300389119
-70.9513779,1.338284136,-1.238335153
-66.95151874,1.275198544,-1.168524441
-61.61659012,1.21914055,-1.075412371
-57.17141063,1.163073512,-0.997829354
-54.05907176,1.135049038,-0.943508793
-50.06010413,1.057935379,-0.873713641
-46.95266869,0.952756546,-0.819478661
-44.28966204,0.854587224,-0.773000427
-39.39960798,0.798524708,-0.687652883
-36.73348097,0.749453614,-0.641120189
-34.07002856,0.658298323,-0.594634175
-30.96081005,0.581175621,-0.540368075
-27.85248308,0.490024853,-0.486117535
-25.184573,0.469009889,-0.43955372
-22.52112059,0.377854599,-0.393067706
-18.07816993,0.286717398,-0.315523588
-16.30535817,0.181524998,-0.284582186
-15.42184977,0.083337586,-0.269162055
-10.53179572,0.027275071,-0.183814511
-4.303551851,0.027338382,-0.075111149
1.479371689,0.020383139,0.025819907
8.597364683,0.020455495,0.150052321
10.82886975,0.132702628,0.188999431
12.61505449,0.237931206,0.220174236
14.401685,0.350173816,0.251356821
17.96469339,0.413336288,0.313543049
21.97391364,0.497545379,0.383517143
24.64717291,0.560698806,0.430174319
27.32176947,0.644894331,0.476854835
29.55015418,0.708043235,0.515747485
33.11494563,0.799261837,0.577964833
36.67839979,0.869438341,0.640158841
39.79653362,0.93259629,0.694580543
43.80709117,1.03784748,0.764577977
47.81541989,1.108028506,0.83453651
50.93177065,1.143130325,0.888927092
54.49477905,1.206292796,0.951113319
58.5013247,1.248417692,1.021040733
65.62466689,1.332658439,1.145366508
74.08218699,1.409898721,1.29297808
76.30878863,1.444991495,1.33183961
81.65084951,1.501158023,1.425076161
85.65784093,1.550296951,1.495011354
94.11179491,1.571424972,1.642560686
97.66811681,1.529376955,1.704630212
102.5581709,1.473314439,1.789977756
107.4491164,1.431279988,1.87534086
110.5605638,1.389227449,1.929645861
116.7852415,1.3331785,2.038286982
121.6766329,1.298158082,2.123657866
127.9004191,1.228081067,2.232283428
131.8998325,1.157981442,2.30208636
134.1206392,1.101891793,2.340846748
137.2280746,0.99671296,2.395081728
140.3390762,0.947646387,2.449378949
142.1154541,0.898566248,2.480382591
142.557654,0.856486575,2.488100437
145.2224437,0.786373383,2.534609791
149.6662859,0.709264247,2.612169469
151.8848638,0.618104435,2.650890957
154.5518823,0.583061405,2.697439212
155.8829399,0.526962711,2.720670549
158.1033008,0.463859029,2.759423157
162.5426853,0.316609568,2.836905034
164.3163886,0.225445233,2.867861996
167.4242698,0.127280433,2.922104756
170.532151,0.029115632,2.976347516
178.0945728,0.022178478,3.108336676
178.3343368,0.022178478,3.112521347
180,0,3.141592654
